scholar_id,given_name,family_name,full_name,is_editor,field_of_study,former_surname,field_of_study_broad
284,Andreas,Koch,Andreas Koch,False,Arbeitsmarktforschung,,Ökonomie & Arbeitsmarkt
285,Tobias,König,Tobias König,False,Wirtschaftsgeografie,,Geographie
286,Natalie,Herdegen,Natalie Laub,False,Übergänge im Lebensverlauf,Laub,Demographie & Lebensverlauf
287,Marcel,Reiner,Marcel Reiner,False,Wirtschaftsforschung,,Ökonomie & Arbeitsmarkt
288,Erzsébet,Bukodi,Erzsébet Bukodi,False,Bildungswissenschaft,,Bildung & Erziehungswissenschaft
289,Ferdinand,Eibl,Ferdinand Eibl,False,Politische Ökonomie,,Politikwissenschaft
290,Sonia,Marzadro,Sonia Marzadro,False,Soziologie,,Soziologie & Gesellschaft
291,Susanne,Wahler,Susanne Wahler,False,Arbeitswissenschaft,,Ökonomie & Arbeitsmarkt
292,Robert,Erikson,Robert Erikson,False,Soziologie,,Soziologie & Gesellschaft
293,Antonio,Schizzerotto,Antonio Schizzerotto,False,Ungleichheitsforschung,,Soziologie & Gesellschaft
294,Lars,Burghardt,Lars Burghardt,False,Frühe Bildung,,Bildung & Erziehungswissenschaft
295,Elisa,Oppermann,Elisa Oppermann,False,Frühkindliche Bildung,,Bildung & Erziehungswissenschaft
296,Katharina,Kluczniok,Katharina Kluczniok,False,Frühe Bildung,,Bildung & Erziehungswissenschaft
297,Anja,Linberg,Anja Linberg,False,Bildungsökonomik,,Ökonomie & Arbeitsmarkt
298,Simone,Lehrl,Simone Lehrl,False,Elementarbildung,,Bildung & Erziehungswissenschaft
299,Kira,Konrad-Ristau,Kira Konrad-Ristau,False,Entwicklungspsychologie,,Psychologie
300,Jannis,Burkhard,Jannis Burkhard,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
301,Jan,Scharf,Jan Scharf,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
302,Jingyu,Zhang,Jingyu Zhang,False,Survey-Statistik,,Methoden & Statistik
303,Lara,Verstrepen,Lara Verstrepen,False,Bildungswissenschaft,,Bildung & Erziehungswissenschaft
304,David,Glauser,David Glauser,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
305,Katja,Scharenberg,Katja Scharenberg,False,Pädagogik,,Bildung & Erziehungswissenschaft
306,Birgit,Ziegler,Birgit Ziegler,False,Berufspädagogik,,Bildung & Erziehungswissenschaft
307,Christian,Michaelis,Christian Michaelis,False,Wirtschaftspädagogik,,Bildung & Erziehungswissenschaft
308,Julia,Lischewski,Julia Lischewski,False,Quantitative Methoden,,Methoden & Statistik
309,Susan,Seeber,Susan Seeber,False,Berufliche Bildung,,Bildung & Erziehungswissenschaft
310,Richard,Nennstiel,Richard Nennstiel,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
311,Elisabeth,Maué,Elisabeth Maué,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
312,Philine,Krebs,Philine Krebs,False,Berufliche Bildung,,Bildung & Erziehungswissenschaft
313,Jürgen,Seifried,Jürgen Seifried,False,Wirtschaftspädagogik,,Bildung & Erziehungswissenschaft
314,Tobias J.M.,Büttner,Tobias J.M. Büttner,False,Arbeitsmarktforschung,,Ökonomie & Arbeitsmarkt
315,Joseph W.,Sakshaug,Joseph W. Sakshaug,False,Survey-Statistik,,Methoden & Statistik
316,Sarah,Carol,Sarah Carol,False,Migrationsforschung,,Migration & Integration
317,Bastian,Carstensen,Bastian Carstensen,False,Pädagogische Psychologie,,Psychologie
318,Uta,Klusmann,Uta Klusmann,False,Pädagogische Psychologie,,Psychologie
319,Johann,Carstensen,Johann Carstensen,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
320,Anja,Gottburgsen,Anja Gottburgsen,False,Forschungsdaten,,Forschungsmanagement
321,Monika,Jungbauer-Gans,Monika Jungbauer-Gans,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
322,Adrian,Chadi,Adrian Chadi,False,Arbeitsmarktforschung,,Ökonomie & Arbeitsmarkt
323,Marco,De Pinto,Marco De Pinto,False,Arbeitsmarktökonomik,,Ökonomie & Arbeitsmarkt
324,Gabriel,Schultze,Gabriel Schultze,False,Bildungsökonomik,,Ökonomie & Arbeitsmarkt
325,Jianan,Chen,Jianan Chen,False,Bildungsungleichheit,,Bildung & Erziehungswissenschaft
326,Johan,Braeken,Johan Braeken,False,Quantitative Methodenforschung,,Methoden & Statistik
327,Jenny,Chesters,Jenny Chesters,False,Übergänge im Lebensverlauf,,Demographie & Lebensverlauf
328,Jonathan,Smith,Jonathan Smith,False,Übergänge im Lebensverlauf,,Demographie & Lebensverlauf
329,Jana,Costa,Jana Costa,False,Lehrkräftebildung,,Bildung & Erziehungswissenschaft
330,Barbara,Drechsel,Barbara Drechsel,False,Pädagogische Psychologie,,Psychologie
331,Annette,Scheunpflug,Annette Scheunpflug,False,Pädagogik,,Bildung & Erziehungswissenschaft
332,Claudia,Kühn,Claudia Kühn,False,Lern- und Bildungsforschung,,Bildung & Erziehungswissenschaft
333,Katharina,Laws,Katharina Loos,False,Schulische Bildung,Loos,Bildung & Erziehungswissenschaft
334,Sebastian,Franz,Sebastian Franz,False,Lehrkräftebildung,,Bildung & Erziehungswissenschaft
335,Claudia,Menge,Claudia Menge,False,Schulforschung,,Bildung & Erziehungswissenschaft
336,Johanna,Weselek,Johanna Weselek,False,Globales Lernen,,Bildung & Erziehungswissenschaft
337,Colin,Cramer,Colin Cramer,True,Schulpädagogik,,Bildung & Erziehungswissenschaft
338,Johannes,König,Johannes König,True,Lehrkräftebildung,,Bildung & Erziehungswissenschaft
339,Martin,Rothland,Martin Rothland,True,Schulpädagogik,,Bildung & Erziehungswissenschaft
340,Sigrid,Blömeke,Sigrid Blömeke,True,Lehrkräftebildung,,Bildung & Erziehungswissenschaft
341,Sarah C.,Dahmann,Sarah C. Dahmann,False,Sozialökonomik,,Ökonomie & Arbeitsmarkt
343,Andreas,Damelang,Andreas Damelang,False,Arbeitsmarktsoziologie,,Ökonomie & Arbeitsmarkt
344,Kevin,Ruf,Kevin Ruf,False,Forschungsdateninfrastruktur,,Forschungsmanagement
345,Kasimir,Dederichs,Kasimir Dederichs,False,Gemeinschaftssoziologie,,Soziologie & Gesellschaft
346,Nan Dirk,De Graaf,Nan Dirk De Graaf,False,Ungleichheitsforschung,,Soziologie & Gesellschaft
347,Christian,Deindl,Christian Deindl,False,Gesundheitssoziologie,,Soziologie & Gesellschaft
348,Katharina,Diehl,Katharina Diehl,False,Public Health,,Gesundheit & Wohlbefinden
349,Jacob,Spallek,Jacob Spallek,False,Gesundheitswissenschaften,,Gesundheit & Wohlbefinden
350,Matthias,Richter,Matthias Richter,False,Medizinische Soziologie,,Soziologie & Gesellschaft
351,Wiebke,Schüttig,Wiebke Schüttig,False,Gesundheitsökonomik,,Ökonomie & Arbeitsmarkt
352,Petra,Rattay,Petra Rattay,False,Public Health,,Gesundheit & Wohlbefinden
353,Nico,Dragano,Nico Dragano,False,Medizinische Soziologie,,Soziologie & Gesellschaft
354,Claudia R.,Pischke,Claudia R. Pischke,False,Public Health,,Gesundheit & Wohlbefinden
355,Sanneke,De La Rie,Sanneke De La Rie,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
356,Elizabeth,Washbrook,Elizabeth Washbrook,False,Quantitative Sozialwissenschaften,,Soziologie & Gesellschaft
357,Valentina,Perinetti Casoni,Valentina Perinetti Casoni,False,Soziale Ungleichheit,,Soziologie & Gesellschaft
358,Jane,Waldfogel,Jane Waldfogel,False,Kindheits- und Jugendforschung,,Soziologie & Gesellschaft
359,Sarah,Kwon,Sarah Kwon,False,Soziale Arbeit,,Soziologie & Gesellschaft
360,Jascha,Dräger,Jascha Dräger,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
361,Melanie,Olczyk,Melanie Olczyk,False,Integrationsforschung,,Migration & Integration
362,Césarine,Boinet,Césarine Boinet,False,Genderökonomik,,Ökonomie & Arbeitsmarkt
363,Renske,Keizer,Renske Keizer,False,Familiensoziologie,,Soziologie & Gesellschaft
364,Tobias,Deribo,Tobias Deribo,False,Kompetenzerfassung,,Bildung & Erziehungswissenschaft
365,Frank,Goldhammer,Frank Goldhammer,False,Student-Assessment,,Bildung & Erziehungswissenschaft
366,Ulf,Kroehne,Ulf Kroehne,False,Forschungsmethodik,,Methoden & Statistik
367,Jonas,Detemple,Jonas Detemple,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
368,,Deutsches Jugendinstitut e. V,Deutsches Jugendinstitut e. V,False,Kindheits- und Jugendforschung,,Soziologie & Gesellschaft
369,Jeffrey M.,DeVries,Jeffrey M. DeVries,False,Bildungswissenschaft,,Bildung & Erziehungswissenschaft
370,Carsten,Szardenings,Carsten Szardenings,False,Biometrie,,Methoden & Statistik
371,Philipp,Doebler,Philipp Doebler,False,Statistik,,Methoden & Statistik
372,Markus,Gebhardt,Markus Gebhardt,False,Sonderpädagogik,,Bildung & Erziehungswissenschaft
373,Fani,Lauermann,Fani Lauermann,False,Pädagogische Psychologie,,Psychologie
374,Katharina,Rathmann,Katharina Rathmann,False,Gesundheitsberichterstattung,,Gesundheit & Wohlbefinden
375,Mona,Dian,Mona Dian,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
376,Hans,Dietrich,Hans Dietrich,False,Lebensverlaufsforschung,,Demographie & Lebensverlauf
377,Alexander,Patzina,Alexander Patzina,False,Soziale Ungleichheit,,Soziologie & Gesellschaft
378,Sara,Kretschmer,Sara Kretschmer,False,Lebensverlaufsforschung,,Demographie & Lebensverlauf
379,Sibylle,Elsässer,Sibylle Elsässer,False,Pädagogische Psychologie,,Psychologie
380,Veronika,Stahn,Veronika Stahn,False,Pädagogik,,Bildung & Erziehungswissenschaft
381,Stephan,Dochow-Sondershaus,Stephan Dochow,False,Politische Soziologie,Dochow,Politikwissenschaft
382,Sebastian,Neumeyer,Sebastian Neumeyer,False,Bildungsentscheidungen,,Bildung & Erziehungswissenschaft
383,Dieter,Dohmen,Dieter Dohmen,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
384,Matthias,Sandau,Matthias Sandau,False,Berufliche Weiterbildung,,Bildung & Erziehungswissenschaft
385,Jörg,Dollmann,Jörg Dollmann,False,Integrationsforschung,,Migration & Integration
386,Lena,Arnold,Lena Arnold,False,Familiensoziologie,,Soziologie & Gesellschaft
387,Andreas,Horr,Andreas Horr,False,Migrationsforschung,,Migration & Integration
388,Aashna,Doshi,Aashna Doshi,False,Entwicklungspsychologie,,Psychologie
389,Sascha,Dos Santos,Sascha Dos Santos,False,Ungleichheitsforschung,,Soziologie & Gesellschaft
390,Martina,Dieckhoff,Martina Dieckhoff,False,Ungleichheitsforschung,,Soziologie & Gesellschaft
391,Martin,Ehlert,Martin Ehlert,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
392,Antje,Mertens,Antje Mertens,False,Erwerbsverläufe,,Ökonomie & Arbeitsmarkt
393,Hideo,Akabayashi,Hideo Akabayashi,False,Bildungsökonomik,,Ökonomie & Arbeitsmarkt
394,Anne,Solaz,Anne Solaz,False,Bevölkerungsökonomik,,Ökonomie & Arbeitsmarkt
395,Yuriko,Kameyama,Yuriko Kameyama,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
396,Kayo,Nozaki,Kayo Nozaki,False,Mikroökonomik,,Ökonomie & Arbeitsmarkt
397,Shinpei,Sano,Shinpei Sano,False,Bildungsökonomik,,Ökonomie & Arbeitsmarkt
398,Alexandra,Sheridan,Alexandra Sheridan,False,Ungleichheitsforschung,,Soziologie & Gesellschaft
399,Chizuru,Shikishima,Chizuru Shikishima,False,Psychologie,,Psychologie
400,Klaus,Pforr,Klaus Pforr,False,Soziologie,,Soziologie & Gesellschaft
401,Leo,Röhlke,Leo Röhlke,False,Soziale Stratifikation,,Soziologie & Gesellschaft
402,Alina,Dippel,Alina Dippel,False,Sozialforschung,,Soziologie & Gesellschaft
403,Nora,Müller,Nora Müller,False,Soziologie,,Soziologie & Gesellschaft
404,Jörg,Drechsler,Jörg Drechsler,False,Statistische Methoden,,Methoden & Statistik
405,Christoph,Duchhardt,Christoph Duchhardt,False,Didaktik der Mathematik,,Fachdidaktiken
406,Anne-Katrin,Jordan,Anne-Katrin Jordan,False,Fachdidaktik,,Fachdidaktiken
407,Timo,Ehmke,Timo Ehmke,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
408,Insa,Schnittjer,Insa Schnittjer,False,Lehrkräftebildung,,Bildung & Erziehungswissenschaft
409,Tabea,Durda,Tabea Durda,False,Lesekompetenz,,Bildung & Erziehungswissenschaft
410,Britta,Gauly,Britta Gauly,False,Kompetenzen,,Bildung & Erziehungswissenschaft
411,Klaus,Buddeberg,Klaus Buddeberg,False,Berufliche Bildung,,Bildung & Erziehungswissenschaft
412,Susanne,Ebert,Susanne Ebert,False,Entwicklungspsychologie,,Psychologie
413,Candida,Peterson,Candida Peterson,False,Psychologie,,Psychologie
414,Virginia,Slaughter,Virginia Slaughter,False,Kognitive Psychologie,,Psychologie
415,Christian,Ebner,Christian Ebner,False,Arbeitssoziologie,,Ökonomie & Arbeitsmarkt
416,Marcus,Eckelt,Marcus Eckelt,False,Berufsbildung,,Bildung & Erziehungswissenschaft
417,Jennifer,Schauer,Jennifer Schauer,False,Bildungsungleichheit,,Bildung & Erziehungswissenschaft
418,Thomas,Eckert,Thomas Eckert,True,Pädagogik,,Bildung & Erziehungswissenschaft
419,Burkhard,Gniewosz,Burkhard Gniewosz,True,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
420,Petra,Stanat,Petra Stanat,False,Integrationsforschung,,Migration & Integration
421,Sebastian,Kempert,Sebastian Kempert,False,Grundschulpädagogik,,Bildung & Erziehungswissenschaft
422,Julian,Seuring,Julian Seuring,False,Migrationsforschung,,Migration & Integration
423,Cornelia,Kristen,Cornelia Kristen,False,Sozialstrukturanalyse,,Soziologie & Gesellschaft
424,Ashenafi K.,Edossa,Ashenafi K. Edossa,False,Pädagogische Psychologie,,Psychologie
425,Kathrin,Lockl,Kathrin Lockl,False,Pädagogische Psychologie,,Psychologie
426,Insa,Grüttgen,Insa Grüttgen,False,Erwachsenenbildung,,Bildung & Erziehungswissenschaft
427,Luisa,Kunze,Luisa Kunze,False,Digitalisierung,,"Medien, Digitalisierung & Technik"
428,Tobias,Ortmann,Tobias Ortmann,False,Arbeitsmarktforschung,,Ökonomie & Arbeitsmarkt
429,Leonie,Oehmig,Leonie Oehmig,False,Soziologie,,Soziologie & Gesellschaft
430,Ann-Katrin,Van Den Ham,Ann-Katrin Van Den Ham,False,Methoden der empirischen Bildungsforschung,,Bildung & Erziehungswissenschaft
431,Christine,Sälzer,Christine Sälzer,False,Large-Scale Assessment,,Bildung & Erziehungswissenschaft
432,Jörg,Heine,Jörg Heine,False,Large-Scale Assessment,,Bildung & Erziehungswissenschaft
433,Manfred,Prenzel,Manfred Prenzel,False,Lehrkräftebildung,,Bildung & Erziehungswissenschaft
434,Lisa,Ehrtmann,Lisa Ehrtmann,False,Psychologie,,Psychologie
435,Susanne,Elsas,Susanne Elsas,False,Familienökonomik,,Ökonomie & Arbeitsmarkt
436,Benjamin,Elsner,Benjamin Elsner,False,Arbeitsmarktökonomik,,Ökonomie & Arbeitsmarkt
437,Florian,Wozny,Florian Wozny,False,Ökonometrie,,Ökonomie & Arbeitsmarkt
438,Laura,Engler,Laura Engler,False,Lehr-Lernforschung,,Bildung & Erziehungswissenschaft
439,Andrea,Westphal,Andrea Westphal,False,Lehr-Lernforschung,,Bildung & Erziehungswissenschaft
440,Steve R.,Entrich,Steve R. Entrich,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
441,Wolfgang,Lauterbach,Wolfgang Lauterbach,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
442,Bernhard,Ertl,Bernhard Ertl,False,Lehr-Lernforschung,,Bildung & Erziehungswissenschaft
443,Florian G.,Hartmann,Florian G. Hartmann,False,Bildungswissenschaft,,Bildung & Erziehungswissenschaft
444,Anja,Wunderlich,Anja Wunderlich,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
445,Hartmut,Esser,Hartmut Esser,False,Bildungsungleichheit,,Bildung & Erziehungswissenschaft
446,Kerstin,Hoenig,Kerstin Hoenig,False,Forschungsdateninfrastruktur,,Forschungsmanagement
447,Paul,Fabian,Paul Fabian,False,Längsschnittliche Bildungsforschung,,Bildung & Erziehungswissenschaft
448,Martin,Goy,Martin Goy,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
449,Kerstin,Naujokat,Kerstin Naujokat,False,Schulforschung,,Bildung & Erziehungswissenschaft
450,Susanne,Falk,Susanne Falk,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
451,Maximiliane,Marschall,Maximiliane Marschall,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
452,Franziska,Fellenberg,Franziska Fellenberg,False,Studienmanagement,,Forschungsmanagement
453,Anna,Horn,Anna Horn,False,Erhebungskoordination,,Forschungsmanagement
454,Michael,Mudiappa,Michael Mudiappa,False,Schulforschung,,Bildung & Erziehungswissenschaft
455,Heiko,Sibberns,Heiko Sibberns,False,Bildungsmonitoring,,Bildung & Erziehungswissenschaft
456,Birgit,Jesske,Birgit Jesske,False,Survey-Methodologie,,Methoden & Statistik
457,Doris,Hess,Doris Hess,False,Angewandte Sozialforschung,,Soziologie & Gesellschaft
458,Tabea,Feseker,Tabea Feseker,False,Bildungsmanagement,,Bildung & Erziehungswissenschaft
459,Isabelle,Fiedler,Isabelle Fiedler,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
460,Melanie,Fischer-Browne,Melanie Fischer-Browne,False,Bildungsentscheidungen,,Bildung & Erziehungswissenschaft
461,Lea,Ahrens,Lea Ahrens,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
462,Brigitte,Schels,Brigitte Schels,False,Soziale Ungleichheit,,Soziologie & Gesellschaft
463,Luise,Fischer,Luise Fischer,False,Pädagogische Psychologie,,Psychologie
464,Theresa,Rohm,Theresa Rohm,False,Large-Scale Assessment,,Bildung & Erziehungswissenschaft
465,Bernd,Fitzenberger,Bernd Fitzenberger,False,Arbeitsmarktökonomik,,Ökonomie & Arbeitsmarkt
466,Holger,Bonin,Holger Bonin,False,Arbeitsmarktökonomik,,Ökonomie & Arbeitsmarkt
467,Annette,Hillerich-Sigg,Annette Hillerich,False,Arbeitsmarktökonomik,Hillerich,Ökonomie & Arbeitsmarkt
468,Regina,Flake,Regina Flake,False,Berufliche Qualifizierung und Fachkräfte,,Ökonomie & Arbeitsmarkt
469,Lydia,Malin,Lydia Malin,False,Bildungsökonomik,,Ökonomie & Arbeitsmarkt
470,Paula,Risius,Paula Risius,False,Arbeitsmarktforschung,,Ökonomie & Arbeitsmarkt
471,Matthias,Flohr,Matthias Flohr,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
472,Paula,Protsch,Paula Protsch,False,Arbeitsmarktforschung,,Ökonomie & Arbeitsmarkt
473,Lea,Fobel,Lea Fobel,False,Kulturelle Bildung,,Bildung & Erziehungswissenschaft
474,Nina,Kolleck,Nina Kolleck,False,Bildungsforschung und -politik,,Bildung & Erziehungswissenschaft
475,Andrea G.,Forster,Andrea G. Forster,False,Ungleichheitsforschung,,Soziologie & Gesellschaft
476,Didier,Fouarge,Didier Fouarge,False,Arbeitsmarktforschung,,Ökonomie & Arbeitsmarkt
477,Sina,Fackler,Sina Fackler,False,Frühkindliche Bildung,,Bildung & Erziehungswissenschaft
478,Jennifer,Paetsch,Jennifer Paetsch,False,Lehrkräftebildung,,Bildung & Erziehungswissenschaft
479,Stefanie,Gäckle,Stefanie Gäckle,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
480,Micha-Josia,Freund,Micha-Josia Freund,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
481,Jan-David,Freund,Jan-David Freund,False,Psychologie,,Psychologie
482,Teresa,Friedrich,Teresa Friedrich,False,Lebenslanges Lernen,,Bildung & Erziehungswissenschaft
483,Astrid,Schütz,Astrid Schütz,False,Persönlichkeitspsychologie,,Psychologie
484,Sebastian,Schongen,Sebastian Schongen,False,Lebenslanges Lernen,,Bildung & Erziehungswissenschaft
485,Nicole Jacqueline,Fritzler,Nicole Jacqueline Fritzler,False,Pädagogische Psychologie,,Psychologie
486,Elke,Wild,Elke Wild,False,Pädagogische Psychologie,,Psychologie
487,Jutta,Maurice,Jutta Maurice,False,Studienmanagement,,Forschungsmanagement
488,Tim,Fütterer,Tim Fütterer,False,Lehrkräftebildung,,Bildung & Erziehungswissenschaft
489,Nicolas,Hübner,Nicolas Hübner,False,Schulpädagogik,,Bildung & Erziehungswissenschaft
490,Christian,Fischer,Christian Fischer,False,Lehr-Lernforschung,,Bildung & Erziehungswissenschaft
491,Kathleen,Stürmer,Kathleen Stürmer,False,Lehr-Lernforschung,,Bildung & Erziehungswissenschaft
492,Michael,Gebel,Michael Gebel,False,Life Course Research,,Demographie & Lebensverlauf
493,Susanne,Schwab,Susanne Schwab,False,Lehrkräftebildung,,Bildung & Erziehungswissenschaft
494,Marco,Hessels,Marco Hessels,False,Förderpädagogik,,Bildung & Erziehungswissenschaft
495,Karin,Gehrer,Karin Gehrer,False,Large-Scale Assessment,,Bildung & Erziehungswissenschaft
496,Karin Sørlie,Street,Karin Sørlie Street,False,Lehr-Lernforschung,,Bildung & Erziehungswissenschaft
497,Ariel Mariah,Lindorff,Ariel Mariah Lindorff,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
498,Ruth Maria,Schüler,Ruth Maria Schüler,False,Soziale Sicherung und Verteilung,,Soziologie & Gesellschaft
500,Sarah,Gentrup,Sarah Gentrup,False,Qualitätsentwicklung im Bildungswesen,,Bildung & Erziehungswissenschaft
501,Georg,Lorenz,Georg Lorenz,False,Integrationsforschung,,Migration & Integration
502,Sara,Geven,Sara Geven,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
503,Thomas,Gfrörer,Thomas Gfrörer,False,Pädagogische Psychologie,,Psychologie
504,Gundula,Stoll,Gundula Stoll,False,Pädagogische Psychologie,,Psychologie
505,Sven,Rieger,Sven Rieger,False,Pädagogische Psychologie,,Psychologie
506,Gaia,Ghirardi,Gaia Ghirardi,False,Soziale Stratifikation,,Soziologie & Gesellschaft
507,Tina,Baier,Tina Baier,False,Soziale Ungleichheitsforschung,,Soziologie & Gesellschaft
508,Saikat,Ghosh,Saikat Ghosh,False,Entwicklungsökonomik,,Ökonomie & Arbeitsmarkt
509,Lydia,Kleine,Lydia Kleine,False,Bildungsentscheidungen,,Bildung & Erziehungswissenschaft
510,Carlos J.,Gil-Hernández,Carlos J. Gil-Hernández,False,Ungleichheitsforschung,,Soziologie & Gesellschaft
511,Mar C.,Espadafor,Mar C. Espadafor,False,Ungleichheitsforschung,,Soziologie & Gesellschaft
512,Judith,Glaesser,Judith Glaesser,False,Survey-Methodologie,,Methoden & Statistik
513,Ulrich,Schroeders,Ulrich Schroeders,False,Psychologische Diagnostik,,Methoden & Statistik
514,Anna,Scharl,Anna Scharl,False,Large-Scale Assessment,,Bildung & Erziehungswissenschaft
515,Lukasz,Stasielowicz,Lukasz Stasielowicz,False,Psychologische Methoden,,Methoden & Statistik
516,Markus,Appel,Markus Appel,False,Medienpsychologie,,"Medien, Digitalisierung & Technik"
517,Anna,Hawrot,Anna Hawrot,False,Pädagogische Psychologie,,Psychologie
518,Mariann,Schwaß,Mariann Schwaß,False,Psychologische Methoden,,Methoden & Statistik
519,Barbara,Stiglbauer,Barbara Stiglbauer,False,Sozialpsychologie,,Psychologie
520,Wolfgang,Lenhard,Wolfgang Lenhard,False,Pädagogische Psychologie,,Psychologie
521,Janka,Goldan,Janka Goldan,False,Sonderpädagogik,,Bildung & Erziehungswissenschaft
522,Katja,Görlitz,Katja Görlitz,False,Arbeitsmarktökonomik,,Ökonomie & Arbeitsmarkt
523,Merlin,Penny,Merlin Penny,False,Ökonomik,,Ökonomie & Arbeitsmarkt
524,Sylvi,Rzepka,Sylvi Rzepka,False,Bildungsökonomik,,Ökonomie & Arbeitsmarkt
525,Mona,Granato,Mona Granato,False,Übergänge im Lebensverlauf,,Demographie & Lebensverlauf
526,Annalisa,Schnitzler,Annalisa Schnitzler,False,Bildungs- und Berufsorientierung,,Bildung & Erziehungswissenschaft
527,Julia S.,Granderath,Julia S. Granderath,False,Erwachsenenbildung,,Bildung & Erziehungswissenschaft
528,Andreas,Martin,Andreas Martin,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
529,Laura,Froehlich,Laura Froehlich,False,Bildungsungleichheit,,Bildung & Erziehungswissenschaft
530,Stefan,Stürmer,Stefan Stürmer,False,Sozialpsychologie,,Psychologie
531,Michael,Grätz,Michael Grätz,False,Ungleichheitsforschung,,Soziologie & Gesellschaft
532,Michael,Kanders,Michael Kanders,False,Survey-Methodologie,,Methoden & Statistik
533,Poldi,Kuhl,Poldi Kuhl,True,Pädagogische Psychologie,,Psychologie
534,Michael,Grosche,Michael Grosche,True,Rehabilitationsforschung,,Gesundheit & Wohlbefinden
535,Mariana,Grgic,Mariana Grgic,False,Frühkindliche Bildung,,Bildung & Erziehungswissenschaft
536,Christiane,Gross,Christiane Gross,False,Bildungsrenditen,,Bildung & Erziehungswissenschaft
537,Andreas,Jobst,Andreas Jobst,False,Bildungsökonomik,,Ökonomie & Arbeitsmarkt
538,Johannes,Schwarze,Johannes Schwarze,False,Empirische Mikroökonomik,,Ökonomie & Arbeitsmarkt
539,Katharina,Seebaß,Katharina Seebaß,False,Sozialökonomik,,Ökonomie & Arbeitsmarkt
540,Sarah,Grünthal,Sarah Grünthal,False,Bildungsungleichheit,,Bildung & Erziehungswissenschaft
541,Julia,Kretschmann,Julia Kretschmann,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
542,Michael,Grüttner,Michael Grüttner,False,Bildungsungleichheit,,Bildung & Erziehungswissenschaft
543,Philipp,Grunau,Philipp Grunau,False,Arbeitsmarktökonomik,,Ökonomie & Arbeitsmarkt
544,Şeyma,Gülen,Şeyma Gülen,False,Lehrkräftebildung,,Bildung & Erziehungswissenschaft
545,Karin,Guill,Karin Guill,False,Schulentwicklungsforschung,,Bildung & Erziehungswissenschaft
546,Katharina,Müller,Katharina Müller,False,Erziehungswissenschaft,,Bildung & Erziehungswissenschaft
547,Svenja Mareike,Schmid-Kühn,Svenja Mareike Schmid-Kühn,False,Schulentwicklungsforschung,,Bildung & Erziehungswissenschaft
548,Fabian,Gülzau,Fabian Gülzau,False,Soziologie,,Soziologie & Gesellschaft
549,Tamara,Gutfleisch,Tamara Gutfleisch,False,Integrationsforschung,,Migration & Integration
550,Irena,Kogan,Irena Kogan,False,Vergleichende Sozialforschung,,Soziologie & Gesellschaft
551,Christian,Haag,Christian Haag,False,Survey-Methodologie,,Methoden & Statistik
552,Inga,Specht,Inga Specht,False,Gymnasialpädagogik,,Bildung & Erziehungswissenschaft
553,Christina,Haas,Christina Haas,False,Bildungsungleichheit,,Bildung & Erziehungswissenschaft
554,Kerstin,Haberkorn,Kerstin Haberkorn,False,Testdesign,,Methoden & Statistik
555,Claudia,Hachul,Claudia Hachul,False,Frühkindliche Bildung,,Bildung & Erziehungswissenschaft
556,Jennifer,Lorenz,Jennifer Lorenz,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
557,Irina,Gewinner,Irina Gewinner,False,Statistische Methoden,,Methoden & Statistik
558,Peter,Haehner,Peter Haehner,False,Differenzielle Psychologie,,Psychologie
559,Michael D.,Krämer,Michael D. Krämer,False,Psychologie,,Psychologie
560,Amanda J.,Wright,Amanda J. Wright,False,Persönlichkeitspsychologie,,Psychologie
