scholar_id,given_name,family_name,full_name,is_editor,field_of_study,former_surname,field_of_study_broad
1071,Klaus,Lingel,Klaus Lingel,False,Sonderpädagogik,,Bildung & Erziehungswissenschaft
1072,Julia,Raecke,Julia Raecke,False,Angewandte Psychologie,,Psychologie
1073,Laura Isabel,Schoger,Laura Isabel Schoger,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
1074,Mirte,Scholten,Mirte Scholten,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
1075,Kerstin,Schörner,Kerstin Schörner,False,Bildungsentscheidugnen und soziale Ungleichheit,,Bildung & Erziehungswissenschaft
1076,Oliver,Winkler,Oliver Winkler,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
1077,Tatjana,Taraszow,Tatjana Taraszow,False,Pädagogische Psychologie,,Psychologie
1078,Kris,Gesner,Kris Gesner,False,Large-Scale Assessment,,Bildung & Erziehungswissenschaft
1079,Camilla,Rjosk,Camilla Rjosk,False,Schulentwicklungsforschung,,Bildung & Erziehungswissenschaft
1080,Axinja,Hachfeld,Axinja Hachfeld,False,Schulentwicklungsforschung,,Bildung & Erziehungswissenschaft
1081,Alexandra,Ioannidou,Alexandra Ioannidou,True,Weiterbildungsforschung,,Bildung & Erziehungswissenschaft
1082,Claudia,Schuchart,Claudia Schuchart,False,Lehr-Lernforschung,,Bildung & Erziehungswissenschaft
1083,Matthias,Rürup,Matthias Rürup,False,Innovationsforschung,,Ökonomie & Arbeitsmarkt
1084,Lars,Leszczensky,Lars Leszczensky,False,Netzwerkforschung,,Soziologie & Gesellschaft
1085,Katja,Schuster,Katja Schuster,False,Ländliche Räume,,Geographie
1086,Anne,Margarian,Anne Margarian,False,Regionalentwicklung,,Geographie
1087,Jakob,Schwerter,Jakob Schwerter,False,Pädagogische Psychologie,,Psychologie
1088,Marjolein,Fokkema,Marjolein Fokkema,False,Psychometrics,,Methoden & Statistik
1089,Marco,Seegers,Marco Seegers,False,Ungleichheitsforschung,,Soziologie & Gesellschaft
1090,Birgit,Zeyer-Gliozzo,Birgit Zeyer-Gliozzo,False,Sozialstrukturanalyse,,Soziologie & Gesellschaft
1091,Arnim,Seidlitz,Arnim Seidlitz,False,Arbeitsmarktökonomie,,Ökonomie & Arbeitsmarkt
1092,Maximilian,Seitz,Maximilian Seitz,False,Frühkindliche Bildung,,Bildung & Erziehungswissenschaft
1093,Dave,Möwisch,Dave Möwisch,False,Frühkindliche Bildung,,Bildung & Erziehungswissenschaft
1094,Diana,Steger,Diana Steger,False,Persönlichkeitspsychologie,,Psychologie
1095,Gülbin,Şengül‐İnal,Gülbin Şengül‐İnal,False,Entwicklungspsychologie,,Psychologie
1096,Nicolai Topstad,Borgen,Nicolai Topstad Borgen,False,Ungleichheitsforschung,,Soziologie & Gesellschaft
1097,Ane,Nærde,Ane Nærde,False,Familienforschung,,Soziologie & Gesellschaft
1098,Henrik Daae,Zachrisson,Henrik Daae Zachrisson,False,Frühkindliche Bildung,,Bildung & Erziehungswissenschaft
1099,Christian,Schöber,Christian Schöber,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
1100,Richard,Sheldrake,Richard Sheldrake,False,Empirische Bildungswissenschaft,,Bildung & Erziehungswissenschaft
1101,Tamjid,Mujtaba,Tamjid Mujtaba,False,Methoden der empirischen Sozialforschung,,Methoden & Statistik
1102,Michael J.,Reiss,Michael J. Reiss,False,Wissenschaftsbildung,,Bildung & Erziehungswissenschaft
1103,Manuel,Siegert,Manuel Siegert,False,Migrationsforschung,,Migration & Integration
1104,Rafael,Schratz,Rafael Schratz,False,Empirische Sozialforschung,,Soziologie & Gesellschaft
1106,Georg,Besuch,Georg Besuch,False,Informatik,,"Medien, Digitalisierung & Technik"
1107,Janina,Söhn,Janina Söhn,False,Migrationssoziologie,,Migration & Integration
1108,Milena,Prekodravac,Milena Prekodravac,False,Integrationsforschung,,Migration & Integration
1109,Matthias,Speidel,Matthias Speidel,False,Survey-Methodologie,,Methoden & Statistik
1110,C. Katharina,Spieß,C. Katharina Spieß,False,Bevölkerungsökonomie,,Ökonomie & Arbeitsmarkt
1111,Vaishali,Zambre,Vaishali Zambre,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
1112,Axel,Plünnecke,Axel Plünnecke,False,Bildungsökonomik,,Ökonomie & Arbeitsmarkt
1113,Klaus,Schömann,Klaus Schömann,False,Lebenslanges Lernen,,Bildung & Erziehungswissenschaft
1114,Larry V.,Hedges,Larry V. Hedges,False,Statistische Methoden,,Methoden & Statistik
1115,Antje,Stefani,Antje Stefani,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
1116,Hannah S.,Steinberg,Hannah S. Steinberg,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
1117,Simone,Schüller,Simone Schüller,False,Familienforschung,,Soziologie & Gesellschaft
1118,Yasmin,Öztürk,Yasmin Öztürk,False,Frühkindliche Bildung,,Bildung & Erziehungswissenschaft
1119,Thilo,Klein,Thilo Klein,False,Quantitative Wirtschaftsforschung,,Ökonomie & Arbeitsmarkt
1120,Annika,Stein,Annika Stein,False,Familiensoziologie,,Soziologie & Gesellschaft
1121,Elias,Naumann,Elias Naumann,False,Politische Soziologie,,Politikwissenschaft
1122,Björn,Rohr,Björn Rohr,False,Survey-Methodologie,,Methoden & Statistik
1123,Arne,Bethmann,Arne Bethmann,False,Survey-Methodologie,,Methoden & Statistik
1124,Carina,Cornesse,Carina Cornesse,False,Survey-Methodologie,,Methoden & Statistik
1125,Mustafa,Coban,Mustafa Coban,False,Survey-Methodologie,,Methoden & Statistik
1126,Jean Philippe,Décieux,Jean Philippe Décieux,False,Migrationsforschung,,Migration & Integration
1127,Caroline,Hahn,Caroline Hahn,False,Survey-Methodologie,,Methoden & Statistik
1128,Oshrat,Hochman,Oshrat Hochman,False,Survey-Methodologie,,Methoden & Statistik
1129,Johannes,Lemcke,Johannes Lemcke,False,Public Health,,Gesundheit & Wohlbefinden
1130,Dörte,Naber,Dörte Naber,False,Interkulturelle Psychologie,,Migration & Integration
1131,Steffen,Pötzschke,Steffen Pötzschke,False,Migrationsforschung,,Migration & Integration
1132,Joss,Roßmann,Joss Roßmann,False,Survey-Methodologie,,Methoden & Statistik
1133,Jan-Lucas,Schanze,Jan-Lucas Schanze,False,Studienmanagement,,Forschungsmanagement
1134,Silke L.,Schneider,Silke L. Schneider,False,Survey-Methodologie,,Methoden & Statistik
1135,Heike,Spangenberg,Heike Spangenberg,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
1136,Tobias,Rettig,Tobias Rettig,False,Studienmanagement,,Forschungsmanagement
1137,Mark,Trappmann,Mark Trappmann,False,Survey-Methodologie,,Methoden & Statistik
1138,Michael,Weinhardt,Michael Weinhardt,False,Survey-Forschung,,Methoden & Statistik
1139,Bernd,Weiß,Bernd Weiß,False,Empirische Sozialforschung,,Soziologie & Gesellschaft
1140,Daniel,Caro,Daniel Caro,False,Bildungsungleichheit,,Bildung & Erziehungswissenschaft
1141,Anne,Stellmacher,Anne Stellmacher,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
1142,Bernadette,Strobel,Bernadette Strobel,False,Sozialstrukturanalyse,,Soziologie & Gesellschaft
1143,Matthias,Studer,Matthias Studer,False,Quantitative Methoden,,Methoden & Statistik
1144,Nele,Theuer,Nele Theuer,False,Berufliche Bildung,,Bildung & Erziehungswissenschaft
1145,Boris,Thome,Boris Thome,False,Informationssysteme,,"Medien, Digitalisierung & Technik"
1146,Serife,Yasar,Serife Yasar,False,Arbeitsmarktökonomik,,Ökonomie & Arbeitsmarkt
1147,Lukas,Jonas,Lukas Jonas,False,Arbeitsmarktökonomik,,Ökonomie & Arbeitsmarkt
1148,Stefan,Conrad,Stefan Conrad,False,Data Mining,,"Medien, Digitalisierung & Technik"
1149,Stephan L.,Thomsen,Stephan L. Thomsen,False,Empirische Wirtschaftsforschung,,Ökonomie & Arbeitsmarkt
1150,Anne-Kathrin,Knauf,Anne-Kathrin Knauf,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
1151,Susanne,Timm,Susanne Timm,True,Pädagogik,,Bildung & Erziehungswissenschaft
1152,Angela,Ulrich,Angela Ulrich,False,Empirische Sozialforschung,,Soziologie & Gesellschaft
1153,Andreas,Frey,Andreas Frey,False,Pädagogische Psychologie,,Psychologie
1154,Jean-Jacques,Ruppert,Jean-Jacques Ruppert,False,Berufliche Bildung,,Bildung & Erziehungswissenschaft
1155,Bernd-Joachim,Ertelt,Bernd-Joachim Ertelt,False,Pädagogische Psychologie,,Psychologie
1156,Caroline,Rau,Caroline Rau,False,Pädagogik,,Bildung & Erziehungswissenschaft
1157,Alexander,Roppelt,Alexander Roppelt,False,Fachdidaktik,,Fachdidaktiken
1158,Stefanie,Unger,Stefanie Unger,False,Arbeitsmarktökonomik,,Ökonomie & Arbeitsmarkt
1159,Nurit,Viesel-Nordmeyer,Nurit Viesel-Nordmeyer,False,Sonderpädagogik,,Bildung & Erziehungswissenschaft
1160,Ute,Ritterfeld,Ute Ritterfeld,False,Bildungs- und Gesundheitsförderung,,Bildung & Erziehungswissenschaft
1161,Michael,Schurig,Michael Schurig,False,Soziale Inklusion,,Soziologie & Gesellschaft
1162,Simone,Virdia,Simone Virdia,False,Quantitative Methoden,,Methoden & Statistik
1163,Falk A. C.,Voit,Falk A. C. Voit,False,Sozialökonomik,,Ökonomie & Arbeitsmarkt
1164,Eero,Kajantie,Eero Kajantie,False,Public Health,,Gesundheit & Wohlbefinden
1165,Sakari,Lemola,Sakari Lemola,False,Entwicklungspsychologie,,Psychologie
1166,Katri,Räikkönen,Katri Räikkönen,False,Entwicklungspsychologie,,Psychologie
1167,Dieter,Wolke,Dieter Wolke,False,Pädagogische Psychologie,,Psychologie
1168,Daniel D.,Schnitzlein,Daniel D. Schnitzlein,False,Ökonometrie,,Ökonomie & Arbeitsmarkt
1169,Luise,Von Keyserlingk,Luise Von Keyserlingk,False,Lehr-Lern-Forschung,,Bildung & Erziehungswissenschaft
1170,Anna-Lena,Dicke,Anna-Lena Dicke,False,Pädagogische Psychologie,,Psychologie
1171,Jacquelynne S.,Eccles,Jacquelynne S. Eccles,False,Entwicklungspsychologie,,Psychologie
1172,Michaela,Kropf,Michaela Kropf,False,Survey-Methodologie,,Methoden & Statistik
1174,Ricarda,Albrecht,Ricarda Albrecht,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
1175,Anna,Bachsleitner,Anna Bachsleitner,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
1176,Josefine,Lühe,Josefine Lühe,False,Geschlechterforschung,,Soziologie & Gesellschaft
1177,Kathrin,Jonkmann,Kathrin Jonkmann,False,Bildungspsychologie,,Bildung & Erziehungswissenschaft
1178,Nicole,Mahler,Nicole Mahler,False,Sonderpädagogik,,Bildung & Erziehungswissenschaft
1179,Jun,Yamashita,Jun Yamashita,False,Gesundheitssoziologie,,Soziologie & Gesellschaft
1180,Sabine,Walper,Sabine Walper,False,Kindheits- und Jugendforschung,,Soziologie & Gesellschaft
1181,Thorsten,Naab,Thorsten Naab,False,Medienwissenschaft,,"Medien, Digitalisierung & Technik"
1182,Janina,Wölfl,Janina Wölfl,False,Schulpsychologie,,Psychologie
1183,Sophia,Chabursky,Sophia Chabursky,False,Kindheits- und Jugendforschung,,Soziologie & Gesellschaft
1184,Alexandra,Langmeyer-Tornier,Alexandra Langmeyer,False,Kindheits- und Jugendforschung,Langmeyer,Soziologie & Gesellschaft
1185,Jan,Braukmann,Jan Braukmann,False,Sozialforschung,,Soziologie & Gesellschaft
1186,Sebastian,Sedlmayr,Sebastian Sedlmayr,False,Kinderrechte,,Soziologie & Gesellschaft
1187,Penelope,Watson,Penelope Watson,False,Lehrkräftebildung,,Bildung & Erziehungswissenschaft
1188,Shengnan,Wang,Shengnan Wang,False,Lehrkräftebildung,,Bildung & Erziehungswissenschaft
1189,Florian,Weber,Florian Weber,False,Migrationsforschung,,Migration & Integration
1190,Angelina,Springer,Angelina Springer,False,Empirische Sozialforschung,,Soziologie & Gesellschaft
1191,Franziska,Vogel,Franziska Vogel,False,Entwicklungspsychologie,,Psychologie
1192,Felix,Weiss,Felix Weiss,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
1193,Jennifer,Weitz,Jennifer Weitz,False,Sozialforschung,,Soziologie & Gesellschaft
1194,Jana,Welling,Jana Welling,False,Pädagogisch-Psychologische Methoden,,Methoden & Statistik
1195,Christian,Matyas,Christian Matyas,False,Forschungsdateninfrastruktur,,Forschungsmanagement
1196,Ingo,Barkow,Ingo Barkow,False,Forschungsdatenmanagement,,Forschungsmanagement
1197,Marc,Rittberger,Marc Rittberger,False,Informationsinfrastrukturen,,Forschungsmanagement
1198,Nora,Bechler,Nora Bechler,False,Pädagogische Psychologie,,Psychologie
1199,Rebecca,Lazarides,Rebecca Lazarides,False,Schulforschung,,Bildung & Erziehungswissenschaft
1200,Luise,Krejcik,Luise Krejcik,False,Erwachsenenbildung,,Bildung & Erziehungswissenschaft
1201,Anke,Grotlüschen,Anke Grotlüschen,False,Lebenslanges Lernen,,Bildung & Erziehungswissenschaft
1202,Alexandra,Nonnenmacher,Alexandra Nonnenmacher,False,Methoden der empirischen Sozialforschung,,Methoden & Statistik
1203,Stephen,Reder,Stephen Reder,False,Angewandte Linguistik,,Fachdidaktiken
1204,Johannes,Christ,Johannes Christ,False,Weiterbildungsforschung,,Bildung & Erziehungswissenschaft
1205,Natascha,Massing,Natascha Massing,False,Erwachsenenbildung,,Bildung & Erziehungswissenschaft
1206,Jessica A,Willard,Jessica A Willard,False,Pädagogische Psychologie,,Psychologie
1207,Katharina,Kohl,Katharina Kohl,False,Schulforschung,,Bildung & Erziehungswissenschaft
1208,A. Raphaela,Blumenfelder,A. Raphaela Blumenfelder,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
1209,Victoria,Zeddies,Victoria Zeddies,False,Berufliche Bildung,,Bildung & Erziehungswissenschaft
1210,Yuxin,Zhang,Yuxin Zhang,False,Ungleichheitsforschung,,Soziologie & Gesellschaft
1211,Mario,Quaranta,Mario Quaranta,False,Vergleichende Politikwissenschaft,,Politikwissenschaft
1212,Markus,Zimmermann,Markus Zimmermann,False,Amtliche Statistik,,Methoden & Statistik
1213,Armin,Hackenberger,Armin Hackenberger,False,Wirtschaftsforschung,,Ökonomie & Arbeitsmarkt
